0_Sample_Index	Sample_ID	Best_Tissue_ID	Fauna_ID	Shan_Fauna_Sample_Labeled_ID_20250218	Barcoding_Gene	Barcoding_Identity	Host_Taxonomy_NCBI	Coral_Microbiome	Sponge_Microbiome_Project_Shan	Sponge_Microbiome_Project	Hydrozoa_microbiome_project_Shan	Shan_comments_20250426	Mitochondrial_Contig_Blast	Mitochondrial_Contig_Blast_Identity	Sample_Short_Name	Segregation	Source	Source2	Scientific_Name_by_Morphology	Temporary_Name_by_Morphology	Mophospecies	Collect_Site	Collect_Depth	Longitude	Latitude	Collect_Date	Collect_Time	In_Situ	Note	Note2	Dissolved_O2_concentration
181.1	JL311_B11_2_	JL311_B11_2?	JL311_B11	JL311__B11	28S	85.38	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__;s__	no	no	no	no	na	no good blast	na	coral	Host	Coral	Coral	Antipatharia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	S01	1176	154.309863	16.994598	3/9/2024	08:03	no	golden coral	barcode equals to mophospecies	to_be_added
182	JL311_B12_3	JL311_B12_3	JL311_B12	JL311__B12	tree_placement	na	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Sceptrulophora;f__Farreidae;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	Aphrocallistes vastus	80.25	sponge	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S22	1057	154.267904	17.000097	3/9/2024	14:53	no	"Fereidae sponge no2 with polyps and root from black box, could be S21  or S22"	na	to_be_added
183	JL311_B12_4	JL311_B12_4	JL311_B12	JL311__B12	tree_placement	na	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Sceptrulophora;f__Farreidae;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	Aphrocallistes vastus	80.25	sponge	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S22	1057	154.267904	17.000097	3/9/2024	14:53	no	"Fereidae sponge no2 with polyps and root from black box, could be S21  or S22"	na	to_be_added
184	JL311_B13_4	JL311_B13_4	JL311_B13	JL311__B13	28S	93.5	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Paracalyptrophora;s__	no	no	no	no	na	Abyssoprimnoa gemina	98.19	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S14	1262	154.27653	16.99961	3/9/2024	13:25	no	huge coral	barcode equals to mophospecies	to_be_added
185	JL311_B14_2	JL311_B14_2	JL311_B14	JL311__B14	COI	92.49	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;sc__Hydroidolina;o__Leptothecata;f__;g__;s__	no	no	no	no	na	Docosaccus maculatus	84.78	sponge	Host bottom	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S19	1232	154.27194	16.998839	3/9/2024	14:16	no	Walteria species 2 (2 individuals)	barcode differs mophospecies (phylum level)	to_be_added
186	JL311_B14_4	JL311_B14_4	JL311_B14	JL311__B14	COI	92.49	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;sc__Hydroidolina;o__Leptothecata;f__;g__;s__	no	no	no	no	na	Docosaccus maculatus	84.78	sponge	Host bottom	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S19	1232	154.27194	16.998839	3/9/2024	14:16	no	Walteria species 2 (2 individuals)	barcode differs mophospecies (phylum level)	to_be_added
190	JL311_B16_4_	JL311_B16_4	JL311_B16	JL311__B16	na	na	na	no	no	no	no	na	na	na	na	Host head	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S20	1159	154.272005	16.999088	3/9/2024	14:29	no	Tulip sponge	need assembly	to_be_added
na	JL311_B17_1_LN	JL311_B17_1_LN	JL311_B17_1	JL311__B17-1	tree_placement	93.24	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__;s__	no	no	no	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
193	JL311_B17_3_3	JL311_B17_3_3	JL311_B17_3	JL311__B17-3	28S	99.77	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S10	805	154.300228	16.997288	3/9/2024	10:53	no	na	barcode differs mophospecies (phylum level)	to_be_added
197	JL311_B23_5	JL311_B23_5	JL311_B23	JL311__B23	COI	90.11	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__;s__	no	no	no	no	na	na	na	na	Host root	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__;s__	S13	1263	154.277035	16.999507	3/9/2024	13:09	yes	sponge in black RNAlater barrel Regardella	barcode equals to mophospecies	to_be_added
198	JL311_B24_1	JL311_B24_1	JL311_B24	JL311__B24	na	na	na	no	no	no	no	na	no good blast	na	sponge	Host root	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__;s__	S15	1259	154.27557	16.999607	3/9/2024	13:34	yes	sponge from blue RNAlater barrel	need assembly	to_be_added
176	JL311_B25	JL311_B25	JL311_B03	JL311__B03	na	na	na	no	no	no	no	na	na	na	na	Host contaminated (with more than2 species)	Sponge	Sponge_plus_multi_species	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S04	1049	154.306462	16.996105	3/9/2024	08:53	no	hairy ball hexactinellid from siphon	need assembly	to_be_added
201	JL312_B01_1_1	JL312_B01_1_1	JL312_B01	JL312__B01	na	na	na	no	no	no	no	na	na	na	na	Host stalk	Sponge	Sponge	Hyalonema	na	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Hyalonematidae;g__Hyalonema;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	sponge (plus coral on stem) Hyalonema	need assembly	to_be_added
202	JL312_B01_1_2	JL312_B01_1_2	JL312_B01_1	JL312__B01-1	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	This is coral	na	na	na	Host's attachment (coral)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	sponge (plus coral on stem) Hyalonema	"not intrested, due to comtaminat?"	to_be_added
203	JL312_B01_5	JL312_B01_5	JL312_B01_1	JL312__B01-1	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	sponge + attached coral	na	na	na	Host's attachment (coral)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	sponge (plus coral on stem) Hyalonema	"not intrested, due to comtaminat?"	to_be_added
207	JL312_B06_3	JL312_B06_3	JL312_B06	JL312__B06	Mitochondrial contigs Blast	97.47	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	no	no	no	no	na	Chrysogorgia tricaulis 	97.47	coral	Host	Coral	Coral	Iridogorgia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Iridogorgia;s__	S03	1267	154.3486	17.0113	4/9/2024	10:04	RnoA	spiral octocoral big	barcode differs mophospecies (genus level)	to_be_added
208	JL312_B09_5A	JL312_B09_5A	JL312_B09	JL312__B09	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	na	na	na	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S08	1126	154.3549	17.0143	4/9/2024	11:23	no	Fareidae from black box (with polyps)	barcode differs mophospecies (phylum level)	to_be_added
209	JL312_B09_5B	JL312_B09_5B	JL312_B09	JL312__B09	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	na	na	na	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S08	1126	154.3549	17.0143	4/9/2024	11:23	no	Fareidae from black box (with polyps)	barcode differs mophospecies (phylum level)	to_be_added
210	JL312_B09_6	JL312_B09_6	JL312_B10	JL312__B10	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Seastar	Seastar	Hymenaster	Hymenaster sp. 1	p__Echinodermata;c__Asteroidea;o__Velatida;f__Pterasteridae;g__Hymenaster;s__	S06	1167	154.353	17.0136	4/9/2024	11:06	no	seastar from black box	na	to_be_added
211	JL312_B11	JL312_B11	JL312_B11	JL312__B11	Mophospecies	na	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__;s__	no	no	no	no	na	na	na	na	Host	Coral	Coral	na	na	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__;g__;s__	S02	1275	154.3472	17.0107	4/9/2024	09:57	no	little black coral on rock	no barcod yet	to_be_added
214	JL312_B18_2	JL312_B18_2	JL312_B18	JL312__B18	28S	96.22	d__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;sc__Errantia;o__Phyllodocida;f__Polynoidae;g__;s__	no	no	no	no	na	Lophophysema eversa	75.22	sponge	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	Samparella sponge	barcode differs mophospecies (phylum level)	to_be_added
215	JL312_B18_4	JL312_B18_4	JL312_B18	JL312__B18	28S	96.22	d__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;sc__Errantia;o__Phyllodocida;f__Polynoidae;g__;s__	no	no	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as Sponge_plus_Sediment"	Lophophysema eversa	75.22	sponge	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	Samparella sponge	barcode differs mophospecies (phylum level)	to_be_added
216	JL312_B19_3	JL312_B19_3	JL312_B19	JL312__B19	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Malacalcyonacea;f__Paramuriceidae;g__Acanthogorgia;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Plexauridae	na	p__Cnidaria;c__Octocorallia;o__Malacalcyonacea;f__Plexauridae;g__;s__	S09	1098	154.3562	17.0149	4/9/2024	11:32	no	octocoral from black box	barcode differs mophospecies (family level)	to_be_added
217	JL312_B23	JL312_B23	JL312_B23_1	JL312__B23-1	28S	98.26	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Anemone	Anemone	Actiniaria	na	p__Cnidaria;c__Hexacorallia;o__Actiniaria;f__;g__;s__	S04	1224	154.3513	17.0121	4/9/2024	10:32	no	sponge in blue RNAlater barrel Farreidae	na	to_be_added
218	JL312_B23_4	JL312_B23_4	JL312_B23_2	JL312__B23-2	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S04	1224	154.3513	17.0121	4/9/2024	10:32	no	sponge in blue RNAlater barrel Farreidae	na	to_be_added
222	JL312_B26_3	JL312_B26_3	JL312_B26_1	JL312__B26-1	Mophospecies	na	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	This is coral	na	na	na	Host's attachment (coral)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	yes	Hyalonema from RNAlater	"not intrested, due to comtaminat?"	to_be_added
223	JL312_B26_6	JL312_B26_6	JL312_B26_1	JL312__B26-1	Mophospecies	na	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	This is coral	na	na	na	Host's attachment (coral)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S01	1244	154.3309	17.0037	4/9/2024	08:01	no	Hyalonema from RNAlater	"not intrested, due to comtaminat?"	to_be_added
224	JL312_B30_1	JL312_B30_1	JL312_B30	JL312__B30	COI	na	no_hit(Bacterium)	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	na	na	na	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S03	1267	154.3486	17.0113	4/9/2024	10:04	no	Walteria from RNAlater	need assembly	to_be_added
226	JL313_B01_2	JL313_B01_2	JL313_B01	JL313__B01	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Chrysogorgia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	S05 or S09	1769	156.252686	13.971717	6/9/2024	08:26	no	Chrysogorgia octocoral	barcode equals to mophospecies	to_be_added
227	JL313_B05	JL313_B05	JL313_B05	JL313__B05	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Candidella;s__Candidella helminthophora	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Keratoisisidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Keratoisididae;g__;s__	S06	1769	156.252702	13.971686	6/9/2024	08:28	no	bamboo coral	barcode equals to mophospecies after correction	to_be_added
228	JL313_B07_1_1	JL313_B07_1_1	JL313_B07_3	JL313__B07-3	28S	97.68	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	no	na	na	na	na	Dead host stalk	Dead_sponge	Dead_sponge	na	na	p__Porifera;c__;o__;f__;g__;s__	S20	1719	156.251774	13.975824	6/9/2024	10:30	no	sea anemone (plus dead sponge)	barcode differs mophospecies (phylum level)	to_be_added
229	JL313_B07_1_2	JL313_B07_1_2	JL313_B07_3	JL313__B07-3	28S	97.68	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	no	na	na	na	na	Dead host root	Dead_sponge	Dead_sponge	na	na	p__Porifera;c__;o__;f__;g__;s__	S20	1719	156.251774	13.975824	6/9/2024	10:30	no	sea anemone (plus dead sponge)	barcode differs mophospecies (phylum level)	to_be_added
230	JL313_B07_2	JL313_B07_2	JL313_B07_3	JL313__B07-3	28S	97.68	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	no	na	na	na	na	Dead host's attachment (sediment on root)	Dead_sponge	Dead_sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S20	1719	156.251774	13.975824	6/9/2024	10:30	no	sea anemone (plus dead sponge)	barcode differs mophospecies (phylum level)	to_be_added
231	JL313_B07_5	JL313_B07_5	JL313_B07	JL313__B07	28S	97.61	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Anemone	Anemone	Actiniaria	na	p__Cnidaria;c__Hexacorallia;o__Actiniaria;f__;g__;s__	S20	1719	156.251774	13.975824	6/9/2024	10:30	no	sea anemone (plus dead sponge)	na	to_be_added
232	JL313_B07_or_	JL313_B07_5sed	JL313_B07_2	JL313__B07-2	28S	95	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;uf__Amphiuroidea;f__Amphiuridae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__;o__;f__;g__;s__	S20	1719	156.251774	13.975824	6/9/2024	10:30	no	sea anemone (plus dead sponge)	na	to_be_added
233	JL313_B11_1	JL313_B11_1	JL313_B11	JL313__B11	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S23b	1681	156.24974	13.987493	6/9/2024	11:42	no	Walteria black box species 3	need assembly	to_be_added
234	JL313_B11_2	JL313_B11_2	JL313_B11	JL313__B11	na	na	na	no	no	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as Sponge_plus_Sediment"	na	na	na	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S23b	1681	156.24974	13.987493	6/9/2024	11:42	no	Walteria black box species 3	need assembly	to_be_added
236	JL313_B18_7	JL313_B18_7	JL313_B18	JL313__B18	na	na	na	no	no	no	no	na	na	na	na	Host root	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S19	1733	156.251563	13.976073	6/9/2024	10:16	no	huge hyalonema	need assembly	to_be_added
237	JL313_B21_1	JL313_B21_1	JL313_B21	JL313__B21	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	no	no	no	na	na	na	na	Dead host 	Dead_sponge	Dead_sponge	na	na	p__Porifera;c__;o__;f__;g__;s__	S16	1745	156.252132	13.073557	6/9/2024	09:48	no	dead sponge (with zooanthids and ophiuroids)	barcode differs mophospecies (phylum level)	to_be_added
238	JL313_B22_5	JL313_B22_5	JL313_B22	JL313__B22	na	na	na	no	no	no	no	dead sponge	na	na	sponge	Host	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S30	1606	156.24235	14.004075	6/9/2024	13:43	no	dead sponge rock with epifauna	na	to_be_added
240	JL313_B24_2	JL313_B24_2	JL313_B24_2	JL313__B24-2	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	sponge + attached coral	na	na	na	Host's attachment (coral)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S14	1755	156.252507	13.972354	6/9/2024	09:20	no	tulip sponge from white box	"not intrested, due to comtaminat?"	to_be_added
241	JL313_B24_3	JL313_B24_3	JL313_B24_2	JL313__B24-2	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__Epizoanthidae;g__Epizoanthus;s__	no	no	no	no	This is sponge root	na	na	na	Host's attachment (coral root)	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S14	1755	156.252507	13.972354	6/9/2024	09:20	no	tulip sponge from white box	"not intrested, due to comtaminat?"	to_be_added
243	JL313_B24_5_	JL313_B24_5	JL313_B24_1	JL313__B24-1	28S	93.8	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;f__;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__;f__;g__;s__	S14	1755	156.252507	13.972354	6/9/2024	09:20	no	tulip sponge from white box	na	to_be_added
244	JL313_B25_1	JL313_B25_1	JL313_B25	JL313__B25	na	na	na	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	na	na	na	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S02	1772	156.252889	13.971073	6/9/2024	08:03	no	"glass sponge, used for weight"	need assembly	to_be_added
245	JL313_B25_2	JL313_B25_2	JL313_B25	JL313__B25	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S02	1772	156.252889	13.971073	6/9/2024	08:03	no	"glass sponge, used for weight"	need assembly	to_be_added
246	JL313_B28_1	JL313_B28_1	JL313_B28	JL313__B28	COI	88.16	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Sceptrulophora;f__Farreidae;g__;s__	no	no	no	no	na	na	na	na	Host root	Sponge	Sponge	Farrea	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__Farrea;s__	S03	1771	156.253141	13.971035	6/9/2024	08:10	no	Farrea sponge from white box	barcode equals to mophospecies	to_be_added
248	JL313_B30_1	JL313_B30_1	JL313_B30	JL313__B30	COI	90.51	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S31	1602	156.242309	14.005683	6/9/2024	13:50	no	Sponge A with sediment roots	barcode equals to mophospecies	to_be_added
250	JL313_B30_3	JL313_B30_3	JL313_B30	JL313__B30	COI	90.6	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as Sponge_plus_Sediment"	na	na	na	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__;f__;g__;s__	S31	1602	156.242309	14.005683	6/9/2024	13:50	no	Sponge A with sediment roots	barcode equals to mophospecies	to_be_added
254	JL313_B35_1_3	JL313_B35_1_3	JL313_B35_1	JL313__B35-1	28S	99.34	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (organs part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__;f__;g__;s__	S01a	1772	156.253125	13.971063	6/9/2024	07:51	no	sponge in RNAlater	na	to_be_added
260	JL315_B06_3	JL315_B06_3	JL315_B06	JL315__B06	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	no	no	no	no	na	na	na	na	Host	Coral	Coral	Chrysogorgia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	S03	2460	156.338949	12.521285	8/9/2024	09:28	no	Chysogorgia	no barcod yet	to_be_added
263	JL316_B01_6_1	JL316_B01_6_1	JL316_B01_6	JL316__B01-6	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S24	1697	156.4068	12.2426	10/9/2024	14:15	no	giant bamboo coral	na	to_be_added
264	JL316_B01_6_2	JL316_B01_6_2	JL316_B01_6	JL316__B01-6	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S24	1697	156.4068	12.2426	10/9/2024	14:15	no	giant bamboo coral	na	to_be_added
265	JL316_B01_6_3	JL316_B01_6_3	JL316_B01_6	JL316__B01-6	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S24	1697	156.4068	12.2426	10/9/2024	14:15	no	giant bamboo coral	na	to_be_added
266	JL316_B01_7	JL316_B01_7	JL316_B01	JL316__B01	Mitochondrial contigs Blast	99.43	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Keratoisididae;g__Keratoisis;s__	yes	no	no	no	na	Keratoisis sp.	99.43	coral	Host	Coral	Coral	na	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Keratoisididae;g__;s__	S24	1697	156.4068	12.2426	10/9/2024	14:15	no	giant bamboo coral	barcode equals to mophospecies	to_be_added
267	JL316_B02_1	JL316_B02_1	JL316_B02	JL316__B02	na	na	na	no	no	no	no	na	na	na	na	Wood	Sunken_wood	Sunken_wood	na	na	na	S10	1697	156.4068	12.2426	10/9/2024	14:15	no	sunken wood 1	na	to_be_added
268	JL316_B02_2	JL316_B02_2	JL316_B02	JL316__B02	na	na	na	no	no	no	no	na	na	na	na	Wood	Sunken_wood	Sunken_wood	na	na	na	S10	1697	156.4068	12.2426	10/9/2024	14:15	no	sunken wood 1	na	to_be_added
269	JL316_B02_3	JL316_B02_3	JL316_B02	JL316__B02	na	na	na	no	no	no	no	na	na	na	na	Wood	Sunken_wood	Sunken_wood	na	na	na	S10	1697	156.4068	12.2426	10/9/2024	14:15	no	sunken wood 1	na	to_be_added
270	JL316_B02_4	JL316_B02_4	JL316_B02	JL316__B02	na	na	na	no	no	no	no	na	na	na	na	Wood	Sunken_wood	Sunken_wood	na	na	na	S10	1697	156.4068	12.2426	10/9/2024	14:15	no	sunken wood 1	na	to_be_added
